Taxonomy,Taxon_ID,target.gene,BRC.ID,Superclass,Class,Subclass,Gene_Name,EC.number,Accession,Alt.Locus.Tag,Feature.ID,Feature.Type,Start,End,Length.1,Strand.x,FIGfam.ID,PATRIC.genus.specific.families..PLfams.,PATRIC.cross.genus.families..PGfams.,Protein.ID,AA.Length,Patric_Product,GO
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0998,fig|83332.111.peg.1109,Regulation And Cell Signaling,Regulation and Cell signaling,Acetylation_deacetylation,,2.3.1.-,CP003248,VBIMycTub226894_1109,PATRIC.83332.111.CP003248.CDS.1114752.1115753.fwd,CDS,1114752,1115753,1002,+,FIG01328426,PLF_1763_00088453,PGF_00419909,AFN48888.1,333,"Protein lysine acetyltransferase Pat (EC 2.3.1.-), Mycobacterial type","GO:0004147|dihydrolipoamide branched chain acyltransferase activity;GO:0004147|sterol O-acyltransferase activity;GO:0004147|N-acetyltransferase activity;GO:0004147|O-acyltransferase activity;GO:0004147|palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity;GO:0004147|carnitine O-acyltransferase activity;GO:0004147|acetyltransferase activity;GO:0004147|C-acyltransferase activity;GO:0004147|palmitoyltransferase activity;GO:0004147|N-acyltransferase activity;GO:0004147|acylglycerol O-acyltransferase activity;GO:0004147|serine O-acyltransferase activity;GO:0004147|O-acetyltransferase activity;GO:0004147|O-octanoyltransferase activity;GO:0004147|octanoyltransferase activity;GO:0004147|O-palmitoyltransferase activity;GO:0004147|S-acyltransferase activity;GO:0004147|S-acetyltransferase activity;GO:0004147|S-malonyltransferase activity;GO:0004147|malonyltransferase activity;GO:0004147|C-palmitoyltransferase activity;GO:0004147|succinyltransferase activity;GO:0004147|N-succinyltransferase activity;GO:0004147|O-succinyltransferase activity;GO:0004147|S-succinyltransferase activity;GO:0004147|sinapoyltransferase activity;GO:0004147|O-sinapoyltransferase activity;GO:0004147|peptidyl-lysine N6-myristoyltransferase activity;GO:0004147|peptidyl-lysine N6-palmitoyltransferase activity;GO:0004147|benzoyl acetate-CoA thiolase activity;GO:0004147|3-hydroxybutyryl-CoA thiolase activity;GO:0004147|3-ketopimelyl-CoA thiolase activity;GO:0004147|N-palmitoyltransferase activity;GO:0004147|myristoyltransferase activity;GO:0004147|acyl-CoA N-acyltransferase activity;GO:0004147|protein-cysteine S-myristoyltransferase activity;GO:0004147|protein-cysteine S-acyltransferase activity;GO:0004147|dihydrolipoamide S-acyltransferase activity;GO:0004147|glucosaminyl-phosphotidylinositol O-acyltransferase activity;GO:0004147|ergosterol O-acyltransferase activity;GO:0004147|lanosterol O-acyltransferase activity;GO:0004147|naphthyl-2-oxomethyl-succinyl-CoA succinyl transferase activity;GO:0004147|2,4,4-trimethyl-3-oxopentanoyl-CoA 2-C-propanoyl transferase activity;GO:0004147|2-methylhexanoyl-CoA C-acetyltransferase activity;GO:0004147|butyryl-CoA 2-C-propionyltransferase activity;GO:0004147|2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity;GO:0004147|L-2-aminoadipate N-acetyltransferase activity;GO:0004147|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity;GO:0004147|keto acid formate lyase activity;GO:0004147|Ras palmitoyltransferase activity;GO:0004147|azetidine-2-carboxylic acid acetyltransferase activity;GO:0004147|peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor;GO:0004147|acetyl-CoA:L-lysine N6-acetyltransferase"
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1625c,fig|83332.111.peg.1805,,Regulation and Cell signaling,Adenylate cyclase activity,cya,4.6.1.1,CP003248,VBIMycTub226894_1805,PATRIC.83332.111.CP003248.CDS.1826621.1827877.rev,CDS,1826621,1827877,1257,-,FIG00001294,PLF_1763_00001415,PGF_08828113,AFN49543.1,418,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1119c,fig|83332.111.peg.1248,,Regulation and Cell signaling,Adenylate cyclase activity,,,CP003248,VBIMycTub226894_1248,PATRIC.83332.111.CP003248.CDS.1242869.1243018.rev,CDS,1242869,1243018,150,-,FIG01371146,PLF_1763_00003661,PGF_08828113,AFN49018.1,49,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1120c,fig|83332.111.peg.1249,,Regulation and Cell signaling,Adenylate cyclase activity,,,CP003248,VBIMycTub226894_1249,PATRIC.83332.111.CP003248.CDS.1243015.1243509.rev,CDS,1243015,1243509,495,-,FIG01331912,PLF_1763_00001527,PGF_08828113,AFN49019.1,164,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1264,fig|83332.111.peg.1410,Regulation And Cell Signaling,Regulation and Cell signaling,Adenylate cyclase activity,,4.6.1.1,CP003248,VBIMycTub226894_1410,PATRIC.83332.111.CP003248.CDS.1411912.1413093.fwd,CDS,1411912,1413093,1182,+,FIG00001294,PLF_1763_00021535,PGF_08828113,AFN49168.1,393,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1318c,fig|83332.111.peg.1472,Regulation And Cell Signaling,Regulation and Cell signaling,Adenylate cyclase activity,,,CP003248,VBIMycTub226894_1472,PATRIC.83332.111.CP003248.CDS.1479205.1480830.rev,CDS,1479205,1480830,1626,-,FIG00001294,PLF_1763_00150637,PGF_08828113,AFN49224.1,541,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1319c,fig|83332.111.peg.1473,Regulation And Cell Signaling,Regulation and Cell signaling,Adenylate cyclase activity,,,CP003248,VBIMycTub226894_1473,PATRIC.83332.111.CP003248.CDS.1480900.1482489.rev,CDS,1480900,1482489,1590,-,FIG00001294,PLF_1763_00000055,PGF_08828113,AFN49225.1,529,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1320c,fig|83332.111.peg.1474,Regulation And Cell Signaling,Regulation and Cell signaling,Adenylate cyclase activity,,,CP003248,VBIMycTub226894_1474,PATRIC.83332.111.CP003248.CDS.1482520.1484091.rev,CDS,1482520,1484091,1572,-,FIG00001294,PLF_1763_00002276,PGF_08828113,AFN49226.1,523,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2212,fig|83332.111.peg.2459,Regulation And Cell Signaling,Regulation and Cell signaling,Adenylate cyclase activity,,,CP003248,VBIMycTub226894_2459,PATRIC.83332.111.CP003248.CDS.2477210.2478334.fwd,CDS,2477210,2478334,1125,+,FIG00001294,PLF_1763_00002419,PGF_08828113,AFN50161.1,374,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2435c,fig|83332.111.peg.2723,Regulation And Cell Signaling,Regulation and Cell signaling,Adenylate cyclase activity,,,CP003248,VBIMycTub226894_2723,PATRIC.83332.111.CP003248.CDS.2730567.2732687.rev,CDS,2730567,2732687,2121,-,FIG00001294,PLF_1763_00000722,PGF_08828113,AFN50400.1,706,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3645,fig|83332.111.peg.4053,Regulation And Cell Signaling,Regulation and Cell signaling,Adenylate cyclase activity,,,CP003248,VBIMycTub226894_4053,PATRIC.83332.111.CP003248.CDS.4082986.4084635.fwd,CDS,4082986,4084635,1650,+,FIG00001294,PLF_1763_00058661,PGF_08828113,AFN51661.1,549,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2739c,fig|83332.111.peg.3046,,Amino Acids and Derivatives,"Alanine, serine, and glycine",,,CP003248,VBIMycTub226894_3046,PATRIC.83332.111.CP003248.CDS.3052033.3053199.rev,CDS,3052033,3053199,1167,-,FIG00821690,PLF_1763_00001500,PGF_02404354,AFN50713.1,388,Alanine rich transferase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0337c,fig|83332.111.peg.373,,Amino Acids and Derivatives,"Alanine, serine, and glycine",aspC,2.6.1.2,CP003248,VBIMycTub226894_0373,PATRIC.83332.111.CP003248.CDS.401873.403162.rev,CDS,401873,403162,1290,-,FIG01956027,PLF_1763_00059925,PGF_06606669,AFN48192.1,429,Alanine transaminase (EC 2.6.1.2),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0462,fig|83332.111.peg.506,Metabolism,Amino Acids and Derivatives,"Alanine, serine, and glycine",lpdC,1.8.1.4,CP003248,VBIMycTub226894_0506,PATRIC.83332.111.CP003248.CDS.552617.554011.fwd,CDS,552617,554011,1395,+,FIG00136193,PLF_1763_00128192,PGF_09658708,AFN48320.1,464,Dihydrolipoamide dehydrogenase (EC 1.8.1.4),GO:0004148|dihydrolipoyl dehydrogenase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1832,fig|83332.111.peg.2037,Metabolism,Amino Acids and Derivatives,"Alanine, serine, and glycine",gcvB,1.4.4.2,CP003248,VBIMycTub226894_2037,PATRIC.83332.111.CP003248.CDS.2075884.2078709.fwd,CDS,2075884,2078709,2826,+,FIG00000700,PLF_1763_00060598,PGF_00008773,AFN49761.1,941,Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),GO:0004375|glycine dehydrogenase (decarboxylating) activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1414,fig|83332.111.peg.1573,,Amino Acids and Derivatives,"Alanine, serine, and glycine",,,CP003248,VBIMycTub226894_1573,PATRIC.83332.111.CP003248.CDS.1589897.1590298.fwd,CDS,1589897,1590298,402,+,FIG01386312,PLF_1763_00003485,PGF_08225224,AFN49323.1,133,hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1769,fig|83332.111.peg.1972,,Amino Acids and Derivatives,"Alanine, serine, and glycine",,,CP003248,VBIMycTub226894_1972,PATRIC.83332.111.CP003248.CDS.2002642.2003877.fwd,CDS,2002642,2003877,1236,+,FIG01312647,PLF_1763_00002603,PGF_00016124,AFN49698.1,411,"L-gulono-1,4-lactone oxidase (EC 1.1.3.8)",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0069c,fig|83332.111.peg.79,Metabolism,Amino Acids and Derivatives,"Alanine, serine, and glycine",sdaA,4.3.1.17,CP003248,VBIMycTub226894_0079,PATRIC.83332.111.CP003248.CDS.76234.77619.rev,CDS,76234,77619,1386,-,FIG00000551,PLF_1763_00002415,PGF_00016225,AFN47913.1,461,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",GO:0003941|L-serine ammonia-lyase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0884c,fig|83332.111.peg.978,Metabolism,Amino Acids and Derivatives,"Alanine, serine, and glycine",serC,2.6.1.52,CP003248,VBIMycTub226894_0978,PATRIC.83332.111.CP003248.CDS.981427.982557.rev,CDS,981427,982557,1131,-,FIG00000445,PLF_1763_00000971,PGF_00033987,AFN48764.1,376,Phosphoserine aminotransferase (EC 2.6.1.52),GO:0004648|phosphoserine transaminase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0505c,fig|83332.111.peg.556,Metabolism,Amino Acids and Derivatives,"Alanine, serine, and glycine",serB1,3.1.3.3,CP003248,VBIMycTub226894_0556,PATRIC.83332.111.CP003248.CDS.595467.596390.rev,CDS,595467,596390,924,-,FIG00000149,PLF_1763_00000781,PGF_03116802,AFN48367.1,307,Phosphoserine phosphatase (EC 3.1.3.3),GO:0004647|phosphoserine phosphatase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3042c,fig|83332.111.peg.3389,Metabolism,Amino Acids and Derivatives,"Alanine, serine, and glycine",serB2,3.1.3.16; 3.1.3.3,CP003248,VBIMycTub226894_3389,PATRIC.83332.111.CP003248.CDS.3401944.3403173.rev,CDS,3401944,3403173,1230,-,FIG00000149,PLF_1763_00000465,PGF_03116802,AFN51031.1,409,Phosphoserine phosphatase (EC 3.1.3.3),GO:0004647|phosphoserine phosphatase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3661,fig|83332.111.peg.4070,Metabolism,Amino Acids and Derivatives,"Alanine, serine, and glycine",,3.1.3.-,CP003248,VBIMycTub226894_4070,PATRIC.83332.111.CP003248.CDS.4099825.4100688.fwd,CDS,4099825,4100688,864,+,FIG00000149,PLF_1763_00001146,PGF_03116802,AFN51676.1,287,Phosphoserine phosphatase (EC 3.1.3.3),GO:0004647|phosphoserine phosphatase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2555c,fig|83332.111.peg.2856,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,alaS,6.1.1.7,CP003248,VBIMycTub226894_2856,PATRIC.83332.111.CP003248.CDS.2873781.2876495.rev,CDS,2873781,2876495,2715,-,FIG00000139,PLF_1763_00000377,PGF_07830674,AFN50526.1,904,Alanyl-tRNA synthetase (EC 6.1.1.7),GO:0004813|alanine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1292,fig|83332.111.peg.1443,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,argS,6.1.1.19,CP003248,VBIMycTub226894_1443,PATRIC.83332.111.CP003248.CDS.1446385.1448037.fwd,CDS,1446385,1448037,1653,+,FIG00000088,PLF_1763_00034192,PGF_00926109,AFN49197.1,550,Arginyl-tRNA synthetase (EC 6.1.1.19),GO:0004814|arginine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2201,fig|83332.111.peg.2448,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,asnB,6.3.5.4,CP003248,VBIMycTub226894_2448,PATRIC.83332.111.CP003248.CDS.2465005.2466963.fwd,CDS,2465005,2466963,1959,+,FIG00035175,PLF_1763_00000632,PGF_02010969,AFN50150.1,652,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnB,GO:0004066|asparagine synthase (glutamine-hydrolyzing) activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2572c,fig|83332.111.peg.2874,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,aspS,6.1.1.23,CP003248,VBIMycTub226894_2874,PATRIC.83332.111.CP003248.CDS.2896023.2897813.rev,CDS,2896023,2897813,1791,-,FIG00000656,PLF_1763_00000356,PGF_00982259,AFN50542.1,596,Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23),GO:0004815|aspartate-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3011c,fig|83332.111.peg.3355,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,gatA,6.3.5.7,CP003248,VBIMycTub226894_3355,PATRIC.83332.111.CP003248.CDS.3369960.3371444.rev,CDS,3369960,3371444,1485,-,FIG00000359,PLF_1763_00000357,PGF_06522349,AFN50998.1,494,Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3009c,fig|83332.111.peg.3353,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,gatB,6.3.5.-,CP003248,VBIMycTub226894_3353,PATRIC.83332.111.CP003248.CDS.3367274.3368803.rev,CDS,3367274,3368803,1530,-,FIG00000399,PLF_1763_00000689,PGF_00067554,AFN50996.1,509,Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3012c,fig|83332.111.peg.3356,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,gatC,6.3.5.-,CP003248,VBIMycTub226894_3356,PATRIC.83332.111.CP003248.CDS.3371441.3371740.rev,CDS,3371441,3371740,300,-,FIG00000432,PLF_1763_00001175,PGF_07836795,AFN50999.1,99,Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2275,fig|83332.111.peg.2529,,Protein Synthesis,Aminoacyl-tRNA-synthetases,,2.3.2.21,CP003248,VBIMycTub226894_2529,PATRIC.83332.111.CP003248.CDS.2546893.2547762.fwd,CDS,2546893,2547762,870,+,FIG01311322,PLF_1763_00003758,PGF_04722345,AFN50229.1,289,Cyclo(L-tyrosyl-L-tyrosyl) synthase (EC 2.3.2.21),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3580c,fig|83332.111.peg.3989,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,cysS1,6.1.1.16,CP003248,VBIMycTub226894_3989,PATRIC.83332.111.CP003248.CDS.4022573.4023982.rev,CDS,4022573,4023982,1410,-,FIG00000086,PLF_1763_00000474,PGF_02797400,AFN51599.1,469,Cysteinyl-tRNA synthetase (EC 6.1.1.16),GO:0004817|cysteine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3224B,fig|83332.111.peg.3602,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,,,CP003248,VBIMycTub226894_3602,PATRIC.83332.111.CP003248.CDS.3600798.3601016.fwd,CDS,3600798,3601016,219,+,,PLF_1763_00004204,PGF_00707140,AFN51229.1,72,Cys-tRNA(Pro) deacylase YbaK,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1897c,fig|83332.111.peg.2110,Metabolism,Protein Synthesis,Aminoacyl-tRNA-synthetases,,3.1.1.96,CP003248,VBIMycTub226894_2110,PATRIC.83332.111.CP003248.CDS.2144458.2144889.rev,CDS,2144458,2144889,432,-,FIG00000473,PLF_1763_00001223,PGF_00421071,AFN49829.1,143,D-aminoacyl-tRNA deacylase (EC 3.1.1.96),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2992c,fig|83332.111.peg.3335,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,gltS,6.1.1.17,CP003248,VBIMycTub226894_3335,PATRIC.83332.111.CP003248.CDS.3348815.3350287.rev,CDS,3348815,3350287,1473,-,FIG00000686,PLF_1763_00000737,PGF_00008337,AFN50977.1,490,Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24),GO:0004818|glutamate-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3375,fig|83332.111.peg.3764,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,amiD,3.5.1.4,CP003248,VBIMycTub226894_3764,PATRIC.83332.111.CP003248.CDS.3788801.3790228.fwd,CDS,3788801,3790228,1428,+,FIG01308271,PLF_1763_00002889,PGF_08158184,AFN51387.1,475,Glutamyl-tRNA(Gln) amidotransferase subunit A-like protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2357c,fig|83332.111.peg.2629,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,glyS,6.1.1.14,CP003248,VBIMycTub226894_2629,PATRIC.83332.111.CP003248.CDS.2639683.2641062.rev,CDS,2639683,2641062,1380,-,FIG00001189,PLF_1763_00000448,PGF_00009966,AFN50320.1,459,Glycyl-tRNA synthetase (EC 6.1.1.14),GO:0004820|glycine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2580c,fig|83332.111.peg.2883,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,hisS,6.1.1.21,CP003248,VBIMycTub226894_2883,PATRIC.83332.111.CP003248.CDS.2904831.2906102.rev,CDS,2904831,2906102,1272,-,FIG00000087,PLF_1763_00329244,PGF_03004613,AFN50550.1,423,Histidyl-tRNA synthetase (EC 6.1.1.21),GO:0004821|histidine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1536,fig|83332.111.peg.1713,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,ileS,6.1.1.5,CP003248,VBIMycTub226894_1713,PATRIC.83332.111.CP003248.CDS.1736525.1739650.fwd,CDS,1736525,1739650,3126,+,FIG00000085,PLF_1763_00000409,PGF_05171623,AFN49453.1,1041,Isoleucyl-tRNA synthetase (EC 6.1.1.5),GO:0004822|isoleucine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0041,fig|83332.111.peg.46,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,leuS,6.1.1.4,CP003248,VBIMycTub226894_0046,PATRIC.83332.111.CP003248.CDS.43562.46471.fwd,CDS,43562,46471,2910,+,FIG00000114,PLF_1763_00000329,PGF_06812369,AFN47884.1,969,Leucyl-tRNA synthetase (EC 6.1.1.4),GO:0004823|leucine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3598c,fig|83332.111.peg.4008,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,lysS,6.1.1.6,CP003248,VBIMycTub226894_4008,PATRIC.83332.111.CP003248.CDS.4041602.4043119.rev,CDS,4041602,4043119,1518,-,FIG00000300,PLF_1763_00000386,PGF_00710545,AFN51617.1,505,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),GO:0004824|lysine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1007c,fig|83332.111.peg.1118,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,metS,6.1.1.10,CP003248,VBIMycTub226894_1118,PATRIC.83332.111.CP003248.CDS.1125448.1127007.rev,CDS,1125448,1127007,1560,-,FIG01265301,PLF_1763_00000598,PGF_03609651,AFN48897.1,519,Methionyl-tRNA synthetase (EC 6.1.1.10),GO:0004825|methionine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1649,fig|83332.111.peg.1834,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,pheS,6.1.1.20,CP003248,VBIMycTub226894_1834,PATRIC.83332.111.CP003248.CDS.1858707.1859765.fwd,CDS,1858707,1859765,1059,+,FIG00000098,PLF_1763_00001001,PGF_02019462,AFN49569.1,352,Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),GO:0004826|phenylalanine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1650,fig|83332.111.peg.1835,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,pheT,6.1.1.20,CP003248,VBIMycTub226894_1835,PATRIC.83332.111.CP003248.CDS.1859765.1862260.fwd,CDS,1859765,1862260,2496,+,FIG00000116,PLF_1763_00195204,PGF_00033095,AFN49570.1,831,Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),GO:0004826|phenylalanine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2845c,fig|83332.111.peg.3164,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,proS,6.1.1.15,CP003248,VBIMycTub226894_3164,PATRIC.83332.111.CP003248.CDS.3151212.3152960.rev,CDS,3151212,3152960,1749,-,FIG00000069,PLF_1763_00000973,PGF_00037588,AFN50824.1,582,"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type",GO:0004827|proline-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3834c,fig|83332.111.peg.4261,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,serS,6.1.1.11,CP003248,VBIMycTub226894_4261,PATRIC.83332.111.CP003248.CDS.4307833.4309092.rev,CDS,4307833,4309092,1260,-,FIG00000121,PLF_1763_00000520,PGF_00051525,AFN51860.1,419,Seryl-tRNA synthetase (EC 6.1.1.11),GO:0004828|serine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3336c,fig|83332.111.peg.3722,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,trpS,6.1.1.2,CP003248,VBIMycTub226894_3722,PATRIC.83332.111.CP003248.CDS.3722792.3723724.rev,CDS,3722792,3723724,933,-,FIG00000055,PLF_1763_00001562,PGF_00062045,AFN51346.1,310,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),GO:0004830|tryptophan-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1689,fig|83332.111.peg.1876,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,tyrS,6.1.1.1,CP003248,VBIMycTub226894_1876,PATRIC.83332.111.CP003248.CDS.1913609.1914883.fwd,CDS,1913609,1914883,1275,+,,PLF_1763_00000787,PGF_00063916,AFN49610.1,424,Tyrosyl-tRNA synthetase (EC 6.1.1.1),GO:0004831|tyrosine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2614c,fig|83332.111.peg.2918,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,thrS,6.1.1.3,CP003248,VBIMycTub226894_2918,PATRIC.83332.111.CP003248.CDS.2941199.2943574.rev,CDS,2941199,2943574,2376,-,FIG00000101,PLF_1763_00000467,PGF_01175575,AFN50585.1,791,Threonyl-tRNA synthetase (EC 6.1.1.3),GO:0004829|threonine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2448c,fig|83332.111.peg.2740,Protein Processing,Protein Synthesis,Aminoacyl-tRNA-synthetases,valS,6.1.1.9,CP003248,VBIMycTub226894_2740,PATRIC.83332.111.CP003248.CDS.2747605.2750265.rev,CDS,2747605,2750265,2661,-,FIG00000129,PLF_1763_00045620,PGF_05500127,AFN50414.1,886,Valyl-tRNA synthetase (EC 6.1.1.9),GO:0004832|valine-tRNA ligase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2747,fig|83332.111.peg.3058,,Amino Acids and Derivatives,"Arginine; urea cycle, creatine, polyamines",argA,2.3.1.1,CP003248,VBIMycTub226894_3058,PATRIC.83332.111.CP003248.CDS.3059272.3059796.fwd,CDS,3059272,3059796,525,+,FIG00989082,PLF_1763_00002387,PGF_10519603,AFN50721.1,174,"Acetyltransferase, GNAT family",
